name,all_reviews,popular_tags
Nevrosa: Escape,"Very Positive,(58),- 86% of the 58 user reviews for this game are positive.","Indie,Violent,Adventure,Casual,Action,Gore,Horror,VR,Puzzle"
Downward Spiral: Prologue,"Very Positive,(58),- 86% of the 58 user reviews for this game are positive.","Action,Indie,Adventure,VR,Sci-fi,Online Co-Op,Atmospheric,Great Soundtrack"
Darksiders III - Digital Extras,"Very Positive,(58),- 86% of the 58 user reviews for this game are positive.","Action,Adventure,RPG"
Another Sight - Definitive Edition,"Very Positive,(58),- 86% of the 58 user reviews for this game are positive.","Adventure,Indie,Action,Female Protagonist,Puzzle,Platformer,Story Rich,Steampunk,Atmospheric,Singleplayer,2.5D,Emotional,Great Soundtrack,Stealth,Historical,Puzzle-Platformer,Dark,Mystery,Casual,Short"
ACE COMBAT??7: SKIES UNKNOWN - Season Pass,"Very Positive,(58),- 86% of the 58 user reviews for this game are positive.","Action,Simulation"
Tropico 4: Modern Times,"Very Positive,(58),- 87% of the 58 user reviews for this game are positive.","Simulation,Strategy"
Freaking Meatbags,"Very Positive,(58),- 87% of the 58 user reviews for this game are positive.","Strategy,Indie,Action,Tower Defense,Pixel Graphics,RTS"
Golem Gates,"Very Positive,(58),- 89% of the 58 user reviews for this game are positive.","Strategy,RTS,Card Game,Indie"
SOULS,"Very Positive,(58),- 91% of the 58 user reviews for this game are positive.","Indie,Adventure,Visual Novel,Story Rich,Anime,Psychological,Atmospheric,Word Game"
Kitty Cat: Jigsaw Puzzles,"Very Positive,(58),- 91% of the 58 user reviews for this game are positive.","Cats,Casual,Puzzle,Cute"
Killing Floor - Community Weapon Pack 2,"Very Positive,(58),- 91% of the 58 user reviews for this game are positive.",Action
Dark Fantasy: Jigsaw Puzzle,"Very Positive,(58),- 91% of the 58 user reviews for this game are positive.","Casual,Indie,Puzzle,Simulation,Dark Fantasy,Fantasy,Dark,Sexual Content,Singleplayer,Nudity,Atmospheric,Relaxing,Mature,Mouse only,RPG,Board Game,Otome"
Alpacapaca Dash,"Very Positive,(58),- 91% of the 58 user reviews for this game are positive.","Indie,Casual,Runner,Cute,Difficult,Anime"
DmC Devil May Cry: Weapon Bundle,"Very Positive,(58),- 93% of the 58 user reviews for this game are positive.",Action
Chip's Challenge 2,"Very Positive,(58),- 93% of the 58 user reviews for this game are positive.","Indie,Puzzle,Sokoban,Classic,Cult Classic,Retro"
Sniper Elite 3 - Camouflage Weapons Pack,"Very Positive,(58),- 94% of the 58 user reviews for this game are positive.","Adventure,Action"
Oik Memory 2,"Very Positive,(58),- 94% of the 58 user reviews for this game are positive.","Indie,Casual,Puzzle"
Erinye Demo,"Very Positive,(58),- 94% of the 58 user reviews for this game are positive.","Nudity,Adventure,Indie,RPG,Violent,Anime,RPGMaker,Sexual Content,Action RPG,Action"
DRAGON BALL FIGHTERZ - Vegito (SSGSS),"Very Positive,(58),- 94% of the 58 user reviews for this game are positive.",Action
TOKYO CHRONOS,"Very Positive,(58),- 96% of the 58 user reviews for this game are positive.","Adventure,Simulation,Violent,Anime,Visual Novel,VR,Mystery,Sci-fi,Story Rich,Kickstarter"
Synth Riders,"Very Positive,(58),- 98% of the 58 user reviews for this game are positive.","Early Access,Action,Early Access,Indie,Casual,Rhythm,Music,Difficult,Fast-Paced,Great Soundtrack,First-Person,Singleplayer,Sports,Retro,VR"
OK K.O.! Let???Play Heroes,"Very Positive,(58),- 98% of the 58 user reviews for this game are positive.","Action,Adventure,Beat 'em up,Cartoon,Fighting,Singleplayer,Funny,Exploration,Great Soundtrack,Story Rich,Arcade,Colorful,Indie,2D"
Herald: An Interactive Period Drama - Book I & II,"Very Positive,(58),- 98% of the 58 user reviews for this game are positive.","Adventure,Indie,Alternate History,Point & Click,Story Rich,Singleplayer,Visual Novel,Drama,Hidden Object,Choices Matter"
CrossCode - Ninja Skin,"Very Positive,(58),- 98% of the 58 user reviews for this game are positive.","RPG,Indie"
ALILIA-?…ì‹§???³í‹²?ê¾¤ê¼??•ëº„,"Very Positive,(58),- 98% of the 58 user reviews for this game are positive.","Adventure,Action,Indie,RPG"
Geometry Wars: Retro Evolved,"Very Positive,(580),- 89% of the 580 user reviews for this game are positive.","Arcade,Twin Stick Shooter,Casual,Retro,Bullet Hell,Singleplayer,2D,Shoot 'Em Up,Indie,Shooter,Classic,Arena Shooter,Action,Psychedelic,Great Soundtrack,Score Attack,Fast-Paced"
SquareCells,"Very Positive,(580),- 92% of the 580 user reviews for this game are positive.","Puzzle,Indie,Casual,Minimalist,Logic"
BlazeRush,"Very Positive,(581),- 87% of the 581 user reviews for this game are positive.","Racing,Indie,Action,Arcade,Local Multiplayer,4 Player Local,VR,Top-Down,Multiplayer"
Final DOOM,"Very Positive,(582),- 86% of the 582 user reviews for this game are positive.","FPS,Action,Classic,Retro,Shooter,Singleplayer,First-Person,1990's,Moddable,Sci-fi,Difficult,Great Soundtrack,Multiplayer,Gore,Zombies,Demons,Old School,Horror,Online Co-Op,Atmospheric"
IMSCARED,"Very Positive,(582),- 92% of the 582 user reviews for this game are positive.","Indie,Horror,Adventure,Pixel Graphics,Psychological Horror,First-Person,Singleplayer,Atmospheric,Survival Horror,Puzzle"
You Must Build A Boat,"Very Positive,(583),- 80% of the 583 user reviews for this game are positive.","Casual,Match 3,Indie,Strategy,Action,RPG,Puzzle,Pixel Graphics,Singleplayer,2D,Great Soundtrack,Retro,Touch-Friendly,Rogue-lite,Rogue-like,Dungeon Crawler,Replay Value,Difficult,Family Friendly,Fantasy"
First Strike: Final Hour,"Very Positive,(588),- 87% of the 588 user reviews for this game are positive.","Strategy,Indie,Action,War,Simulation,Diplomacy,Cold War,Singleplayer,Wargame,Tactical,Great Soundtrack,Atmospheric,Destruction,Military,Fast-Paced,Political,Epic,Real-Time,Modern,America"
Heart's Medicine - Time to Heal,"Very Positive,(588),- 92% of the 588 user reviews for this game are positive.","Casual,Indie,Time Management,Simulation,Female Protagonist,Adventure,Singleplayer,Story Rich"
Bud Spencer & Terence Hill - Slaps And Beans,"Very Positive,(588),- 93% of the 588 user reviews for this game are positive.","Beat 'em up,Action,Adventure,Indie,Retro,Arcade,Pixel Graphics,2D Fighter,Local Co-Op,Co-op,2D,Early Access"
Rez Infinite,"Very Positive,(589),- 91% of the 589 user reviews for this game are positive.","Action,Great Soundtrack,Indie,Casual,On-Rails Shooter,Rhythm,Music,VR,Psychedelic,Sci-fi,Classic"
Magical Diary: Horse Hall,"Very Positive,(589),- 92% of the 589 user reviews for this game are positive.","Visual Novel,Dating Sim,Anime,Female Protagonist,RPG,Fantasy,Indie,Magic,Adventure,Otome,Romance,Story Rich,Character Customization,Singleplayer,Simulation,Choices Matter,Puzzle,Dungeon Crawler,Turn-Based"
"The Disappearing of Gensokyo: Youmu, Yuyuko Character Pack","Very Positive,(59),- 100% of the 59 user reviews for this game are positive.","Action,Adventure,RPG,Indie"
If My Heart Had Wings - Original Sound Track,"Very Positive,(59),- 100% of the 59 user reviews for this game are positive.","Adventure,Casual,Simulation"
Train Fever: USA DLC,"Very Positive,(59),- 83% of the 59 user reviews for this game are positive.","Simulation,Indie,Casual,Trains"
The Sims??3 Generations,"Very Positive,(59),- 83% of the 59 user reviews for this game are positive.",Simulation
The International 2019 Battle Pass,"Very Positive,(59),- 83% of the 59 user reviews for this game are positive.","Action,Strategy,Free to Play"
Proto Raider,"Very Positive,(59),- 83% of the 59 user reviews for this game are positive.","Indie,Action,Platformer,Puzzle-Platformer"
Gon' E-Choo!,"Very Positive,(59),- 83% of the 59 user reviews for this game are positive.","Simulation,Indie,Action,Arcade,Platformer,Retro,VR"
Magicians & Looters,"Very Positive,(59),- 84% of the 59 user reviews for this game are positive.","Indie,Action,Adventure,Metroidvania,Platformer,2D"
South Park?? The Fractured But Whole??- Bring The Crunch,"Very Positive,(59),- 86% of the 59 user reviews for this game are positive.","RPG,Gore,Violent,Nudity,Sexual Content"
Never give up!,"Very Positive,(59),- 86% of the 59 user reviews for this game are positive.","Indie,Casual,Visual Novel,Otome,Female Protagonist,Fantasy"
Disney Princess: My Fairytale Adventure,"Very Positive,(59),- 86% of the 59 user reviews for this game are positive.","Action,Female Protagonist,Family Friendly,Adventure,Masterpiece,Open World,Story Rich,Pixel Graphics,Singleplayer,Third-Person Shooter,Free to Play,First-Person,Casual"
theHunter?? Call of the Wild - Facing the Wild 1,"Very Positive,(59),- 88% of the 59 user reviews for this game are positive.","Simulation,Sports,Adventure"
Dal Segno,"Very Positive,(59),- 89% of the 59 user reviews for this game are positive.","Nudity,Adventure,Visual Novel,Anime,Sexual Content,Dating Sim"
20XX - Hawk Character DLC,"Very Positive,(59),- 89% of the 59 user reviews for this game are positive.","Action,Indie"
Bus Simulator 18 - Country Skin & Decal Pack,"Very Positive,(59),- 91% of the 59 user reviews for this game are positive.",Simulation
Dungeon Dreams,"Very Positive,(59),- 94% of the 59 user reviews for this game are positive.","RPG,Anime,JRPG,Dating Sim,RPGMaker,Fantasy,City Builder,Dungeon Crawler,Simulation,Rogue-lite,Rogue-like"
Bedfellows FRENZY,"Very Positive,(59),- 94% of the 59 user reviews for this game are positive.","Action,Casual,Sexual Content,Indie,Violent,Memes"
Train Simulator: Weardale & Teesdale Network Route Add-On,"Very Positive,(59),- 96% of the 59 user reviews for this game are positive.",Simulation
Reigns: Her Majesty,"Very Positive,(590),- 84% of the 590 user reviews for this game are positive.","Indie,Female Protagonist,Casual,Choices Matter,Simulation,Card Game,Strategy,Medieval,Dark Humor,Choose Your Own Adventure,Funny,Dark Comedy,Adventure,Comedy,Singleplayer"
"Warhammer 40,000: Sanctus Reach","Very Positive,(590),- 85% of the 590 user reviews for this game are positive.","Strategy,Warhammer 40K,Turn-Based,Games Workshop,Turn-Based Strategy,Turn-Based Tactics,Tactical,Wargame"
Suits: A Business RPG,"Very Positive,(590),- 88% of the 590 user reviews for this game are positive.","RPG,Indie,Adventure,Action,RPGMaker,Hand-drawn,Dark Comedy,Surreal,Funny,Memes"
Near Death,"Very Positive,(590),- 91% of the 590 user reviews for this game are positive.","Survival,Adventure,Indie,Action,Female Protagonist,Singleplayer,First-Person,Atmospheric,Dark,Great Soundtrack,Difficult,Controller,Horror,Survival Horror,Open World,Psychological Horror"
Rising Angels: Reborn,"Very Positive,(591),- 80% of the 591 user reviews for this game are positive.","Visual Novel,Free to Play,Anime,Indie,Adventure,Female Protagonist,Simulation,Casual,Sci-fi,Mature,Nudity,Romance,Singleplayer,RPG"
Out of Ammo,"Very Positive,(593),- 84% of the 593 user reviews for this game are positive.","Action,Strategy,VR,Indie,FPS,Multiplayer,Singleplayer,Survival,Early Access,Shooter,First-Person"
Fortune Summoners,"Very Positive,(593),- 85% of the 593 user reviews for this game are positive.","Anime,RPG,Indie,Action,JRPG,Female Protagonist,Side Scroller,Platformer,Cute,2D,Metroidvania,Difficult,Action RPG,Great Soundtrack,Singleplayer,Fantasy"
"Calm Down, Stalin","Very Positive,(593),- 86% of the 593 user reviews for this game are positive.","Memes,Indie,Casual,Funny,Politics,Comedy,Simulation,Illuminati,Psychological Horror,Female Protagonist,Story Rich"
Black Squad - Welcome Fortune Box,"Very Positive,(594),- 91% of the 594 user reviews for this game are positive.","Action,Free to Play,FPS,Violent,Gore"
Total War: WARHAMMER II - The Prophet & The Warlock,"Very Positive,(595),- 84% of the 595 user reviews for this game are positive.","Strategy,Action,Violent,Fantasy"
Half-Life: A Place in the West,"Very Positive,(595),- 88% of the 595 user reviews for this game are positive.","Indie,Comic Book,Sexual Content,Violent,Nudity,Gore,Story Rich,Sci-fi,Dystopian,Free to Play,Atmospheric,Aliens,Action,Adventure"
Tropico 3,"Very Positive,(595),- 90% of the 595 user reviews for this game are positive.","Simulation,Strategy,City Builder,Management,Politics,Sandbox,Singleplayer,Comedy,Satire,Economy,Funny,Great Soundtrack,Cold War,Masterpiece,Atmospheric,Multiplayer,Open World"
Shaolin vs Wutang,"Very Positive,(596),- 93% of the 596 user reviews for this game are positive.","Indie,Casual,Action,Martial Arts,Fighting,Early Access,2D Fighter"
"Planes, Bullets and Vodka","Very Positive,(598),- 86% of the 598 user reviews for this game are positive.","Casual,Indie,Action,Shoot 'Em Up,Great Soundtrack,Retro,Bullet Hell,Arcade"
Snake Pass,"Very Positive,(598),- 87% of the 598 user reviews for this game are positive.","3D Platformer,Indie,Adventure,Puzzle-Platformer,Casual,Cute,Great Soundtrack,Platformer,Difficult,Physics,Family Friendly,Singleplayer,Puzzle,Colorful,Exploration,Simulation,Action,Atmospheric"
Hentai Memory,"Very Positive,(598),- 90% of the 598 user reviews for this game are positive.","Nudity,Sexual Content,Anime,Casual,Indie,Mature,Puzzle,Singleplayer,Relaxing,Great Soundtrack"
Minit,"Very Positive,(598),- 92% of the 598 user reviews for this game are positive.","Adventure,Indie,Pixel Graphics,Puzzle,Great Soundtrack,Singleplayer,Minimalist,2D,Retro,RPG,Funny,Action,Rogue-like,Cute,Short,Fast-Paced,Rogue-lite,Exploration"
FORM,"Very Positive,(598),- 92% of the 598 user reviews for this game are positive.","Adventure,VR,Indie,Casual,Puzzle,Singleplayer,First-Person,Sci-fi,Atmospheric,Mystery,Family Friendly,Great Soundtrack"
Hyperdevotion Noire: Goddess Black Heart (Neptunia),"Very Positive,(599),- 82% of the 599 user reviews for this game are positive.","Anime,JRPG,Strategy,RPG,Female Protagonist,Cute,Singleplayer,Strategy RPG,Memes,Nudity,Visual Novel,Turn-Based Tactics,Turn-Based,Sexual Content"
Punch Club,"Very Positive,(6,014),- 80% of the 6,014 user reviews for this game are positive.","Management,Pixel Graphics,Indie,Fighting,Strategy,RPG,Retro,Singleplayer,2D,Simulation,Sports,Great Soundtrack,Action,Casual,Atmospheric,2D Fighter,Arcade,Funny,Story Rich,Difficult"
Murdered: Soul Suspect,"Very Positive,(6,047),- 85% of the 6,047 user reviews for this game are positive.","Detective,Adventure,Horror,Mystery,Supernatural,Atmospheric,Action,Singleplayer,Crime,Story Rich,Third Person,Noir,Masterpiece,Puzzle,Open World,RPG,Stealth,Walking Simulator,Dark,Point & Click"
Art of War: Red Tides,"Very Positive,(6,064),- 80% of the 6,064 user reviews for this game are positive.","Early Access,Free to Play,Strategy,Multiplayer,RTS,Early Access,War,MOBA,Indie,Violent,Action,Co-op,Singleplayer,Casual,Sci-fi,PvP,Horror,Anime,Adventure,Zombies"
Octodad: Dadliest Catch,"Very Positive,(6,094),- 92% of the 6,094 user reviews for this game are positive.","Comedy,Physics,Funny,Indie,Family Friendly,Adventure,Local Co-Op,Walking Simulator,Action,Singleplayer,Co-op,Short,Puzzle,Simulation,Difficult,Third Person,Addictive,Intentionally Awkward Controls,Great Soundtrack,Local Multiplayer"
FINAL FANTASY X/X-2 HD Remaster,"Very Positive,(6,100),- 89% of the 6,100 user reviews for this game are positive.","JRPG,Story Rich,RPG,Turn-Based Combat,Great Soundtrack,Fantasy,Singleplayer,Classic,Adventure,Turn-Based,Atmospheric,Romance,Female Protagonist,Anime,Open World,Linear,Action,Remake,Masterpiece,Sports"
Deponia,"Very Positive,(6,127),- 89% of the 6,127 user reviews for this game are positive.","Adventure,Point & Click,Comedy,Puzzle,Singleplayer,Indie,Funny,Dark Humor,Story Rich,Hand-drawn,Steampunk,2D,Sci-fi,Dystopian,Atmospheric,Masterpiece,Great Soundtrack,Hidden Object,Difficult,Romance"
Viridi,"Very Positive,(6,131),- 90% of the 6,131 user reviews for this game are positive.","Free to Play,Relaxing,Simulation,Casual,Atmospheric,Singleplayer,Indie,Cute,Great Soundtrack,Sandbox,Family Friendly,Agriculture,Nature,Real-Time"
Assassin's Creedì§?Revelations,"Very Positive,(6,151),- 83% of the 6,151 user reviews for this game are positive.","Action,Open World,Parkour,Adventure,Stealth,Assassin,Third Person,Multiplayer,Historical,Singleplayer,Story Rich,Atmospheric,Great Soundtrack,Action-Adventure,Medieval,Conspiracy,RPG,Masterpiece,Sandbox,Controller"
The Witness,"Very Positive,(6,163),- 84% of the 6,163 user reviews for this game are positive.","Puzzle,Exploration,First-Person,Open World,Singleplayer,Colorful,Atmospheric,Indie,Adventure,Difficult,Walking Simulator,Mystery,Nonlinear,Relaxing,Casual,Surreal,Great Soundtrack,Philisophical,Story Rich,Sandbox"
Estranged: Act I,"Very Positive,(6,191),- 93% of the 6,191 user reviews for this game are positive.","Free to Play,Adventure,Horror,FPS,Zombies,Mod,Action,Indie,Singleplayer,First-Person,Atmospheric,Multiplayer,Survival,Mystery,Shooter,VR,Puzzle,Story Rich,Survival Horror,Open World"
Tropico 4,"Very Positive,(6,195),- 91% of the 6,195 user reviews for this game are positive.","City Builder,Simulation,Strategy,Management,Comedy,Sandbox,Singleplayer,Great Soundtrack,Economy,Real-Time with Pause,Politics,Building,Resource Management,Political,Funny,Cold War,RTS,Atmospheric,God Game,Capitalism"
Zombie Panic! Source,"Very Positive,(6,235),- 85% of the 6,235 user reviews for this game are positive.","Free to Play,Zombies,Multiplayer,Survival,Horror,Action,FPS,Co-op,Indie,First-Person,Mod,Shooter,Online Co-Op,Team-Based,Survival Horror,Adventure,Gore,Atmospheric,Dark,Post-apocalyptic"
Five Nights at Freddy's 4,"Very Positive,(6,254),- 92% of the 6,254 user reviews for this game are positive.","Horror,Survival Horror,Singleplayer,First-Person,Robots,Dark,Difficult,Point & Click,Survival,Psychological Horror,Strategy,Indie,Story Rich,Atmospheric,Action,Family Friendly,Simulation,Animation & Modeling,Illuminati,Memes"
Assassin's Creed?? Director's Cut Edition,"Very Positive,(6,269),- 82% of the 6,269 user reviews for this game are positive.","Action,Adventure,Stealth,Parkour,Open World,Third Person,Historical,Medieval,Singleplayer,Assassin,Conspiracy,Atmospheric,Story Rich,Action-Adventure,Great Soundtrack,Classic,Sandbox,Sci-fi,Controller,Masterpiece"
"Tales of Berseria??""Players embark on a journey of self-discovery as they assume the role of Velvet","Very Positive,(6,288),- 93% of the 6,288 user reviews for this game are positive.","Anime,JRPG,RPG,Female Protagonist,Story Rich,Fantasy,Action,Action RPG,Singleplayer,Open World,Adventure,Great Soundtrack,Hack and Slash,Cute,Sexual Content,Nudity,Local Co-Op,Multiplayer,Mature,Co-op"
NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD,"Very Positive,(6,292),- 89% of the 6,292 user reviews for this game are positive.","Anime,Fighting,Action,Adventure,Ninja,Multiplayer,Controller,Beat 'em up,Singleplayer,Open World,Fantasy,Local Multiplayer,Great Soundtrack,PvP,Masterpiece,RPG,Third Person,Co-op,Atmospheric,Local Co-Op"
Natural Selection 2,"Very Positive,(6,295),- 85% of the 6,295 user reviews for this game are positive.","Multiplayer,Strategy,FPS,Team-Based,Action,Sci-fi,RTS,Aliens,Indie,Competitive,Shooter,Co-op,Moddable,Tactical,First-Person,Space,Futuristic,Atmospheric,Online Co-Op,Adventure"
Night in the Woods,"Very Positive,(6,306),- 94% of the 6,306 user reviews for this game are positive.","Story Rich,Atmospheric,Great Soundtrack,Adventure,Female Protagonist,Indie,Singleplayer,Cute,Colorful,2D,Exploration,Mystery,Funny,Platformer,Drama,Side Scroller,Psychological Horror,Walking Simulator,Kickstarter,Horror"
MudRunner,"Very Positive,(6,311),- 82% of the 6,311 user reviews for this game are positive.","Offroad,Simulation,Driving,Realistic,Multiplayer,Physics,Open World,Co-op,Racing,Online Co-Op,Sandbox,Moddable,Atmospheric,Singleplayer,Mod,Exploration,Adventure,First-Person,Third Person,VR"
Half-Life 2: Episode One,"Very Positive,(6,318),- 93% of the 6,318 user reviews for this game are positive.","FPS,Action,Sci-fi,Singleplayer,Story Rich,First-Person,Shooter,Classic,Dystopian,Adventure,Zombies,Aliens,Episodic,Atmospheric,Great Soundtrack,Silent Protagonist,Short,Masterpiece,Puzzle,Cinematic"
Rome: Total War??- Collection,"Very Positive,(6,356),- 93% of the 6,356 user reviews for this game are positive.","Strategy,Historical,Rome,Turn-Based Strategy,RTS,Grand Strategy,Classic,Tactical,Masterpiece,War,Great Soundtrack,Multiplayer,Singleplayer,Turn-Based,Moddable,Real Time Tactics,Action,Atmospheric,4X,Simulation"
Little Nightmares,"Very Positive,(6,455),- 88% of the 6,455 user reviews for this game are positive.","Horror,Atmospheric,Adventure,Dark,Puzzle-Platformer,Singleplayer,Puzzle,Indie,Stealth,Platformer,Story Rich,Great Soundtrack,Psychological Horror,Short,Female Protagonist,Survival Horror,Third Person,2.5D,Strategy,Action"
Ultimate Chicken Horse,"Very Positive,(6,492),- 94% of the 6,492 user reviews for this game are positive.","Multiplayer,Funny,Local Multiplayer,Platformer,Level Editor,4 Player Local,Competitive,2D,Action,Parkour,Casual,Indie,Difficult,Adventure,Strategy,Cute,Great Soundtrack,Controller,Puzzle,Singleplayer"
Armello,"Very Positive,(6,511),- 80% of the 6,511 user reviews for this game are positive.","Board Game,Turn-Based Strategy,Multiplayer,Strategy,Card Game,Fantasy,Indie,Dark Fantasy,Adventure,Hex Grid,RPG,Turn-Based,Great Soundtrack,Tactical RPG,Cute,Singleplayer,Multiple Endings,Grand Strategy,Kickstarter,Benchmark"
LEGOì§?Marvel??Super Heroes,"Very Positive,(6,545),- 91% of the 6,545 user reviews for this game are positive.","LEGO,Open World,Superhero,Adventure,Local Co-Op,Action,Family Friendly,Comedy,Funny,Comic Book,Singleplayer,Co-op,Third Person,Split Screen,Local Multiplayer,Multiplayer,Casual,Puzzle,Sandbox,Platformer"
Sanctum 2,"Very Positive,(6,550),- 93% of the 6,550 user reviews for this game are positive.","Tower Defense,FPS,Co-op,Strategy,Action,Indie,Online Co-Op,Sci-fi,Multiplayer,First-Person,Shooter,Singleplayer,Survival,Futuristic,Aliens,Female Protagonist,Great Soundtrack,RPG,Funny,Adventure"
Sonic & All-Stars Racing Transformed Collection,"Very Positive,(6,585),- 94% of the 6,585 user reviews for this game are positive.","Racing,Local Multiplayer,Multiplayer,Great Soundtrack,Local Co-Op,Sports,Replay Value,Split Screen,Arcade,Online Co-Op,4 Player Local,Family Friendly,Controller,Singleplayer,Action,Colorful,Fast-Paced,Masterpiece,Co-op,Adventure"
Dungeons 3,"Very Positive,(6,596),- 94% of the 6,596 user reviews for this game are positive.","Strategy,RTS,Villain Protagonist,Fantasy,Simulation,Comedy,Management,Base Building,Economy,RPG,Multiplayer,Co-op,Funny,Dungeon Crawler,Female Protagonist,Dark Humor,God Game"
Hand of Fate,"Very Positive,(6,633),- 91% of the 6,633 user reviews for this game are positive.","Card Game,RPG,Singleplayer,Action,Rogue-like,Fantasy,Indie,Choose Your Own Adventure,Adventure,Action RPG,Third Person,Board Game,Difficult,Atmospheric,Rogue-lite,Hack and Slash,Beat 'em up,Dungeon Crawler,Masterpiece,Strategy"
Super Crate Box,"Very Positive,(6,661),- 89% of the 6,661 user reviews for this game are positive.","Free to Play,Indie,Platformer,Action,Pixel Graphics,2D,Shooter,Arcade,Multiplayer,Singleplayer,Difficult,Retro,Addictive,GameMaker,Controller,Fast-Paced,Co-op,Great Soundtrack,Family Friendly,Rogue-like"
Crysis,"Very Positive,(6,801),- 82% of the 6,801 user reviews for this game are positive.","FPS,Action,Sci-fi,Singleplayer,Shooter,Stealth,Open World,Aliens,First-Person,Benchmark,Multiplayer,Futuristic,Masterpiece,Adventure,Atmospheric,Story Rich,Classic,Destruction,Sandbox,Great Soundtrack"
Assassin???Creedì§?Brotherhood,"Very Positive,(6,805),- 86% of the 6,805 user reviews for this game are positive.","Action,Adventure,Open World,Parkour,Stealth,Assassin,Third Person,Historical,Multiplayer,Singleplayer,Rome,Story Rich,Great Soundtrack,Atmospheric,Action-Adventure,Conspiracy,Sandbox,Medieval,Controller,Masterpiece"
PC Building Simulator,"Very Positive,(6,807),- 88% of the 6,807 user reviews for this game are positive.","Simulation,Building,Singleplayer,Education,Realistic,Sandbox,Indie,First-Person,Relaxing,Casual,Management,Early Access,Puzzle,Funny,Great Soundtrack,Replay Value,Atmospheric,Multiplayer,VR,Design & Illustration"
Loading Screen Simulator,"Very Positive,(6,839),- 86% of the 6,839 user reviews for this game are positive.","Free to Play,Memes,Clicker,Simulation,Indie,Casual,Singleplayer,Funny,Comedy,Family Friendly,Difficult,2D,Atmospheric,Violent,Pixel Graphics,World War II,Multiplayer,Survival Horror,First-Person,Walking Simulator"
GRID 2,"Very Positive,(6,984),- 80% of the 6,984 user reviews for this game are positive.","Racing,Driving,Sports,Multiplayer,Arcade,Simulation,Singleplayer,Realistic,Action,Controller,Local Multiplayer,Split Screen,Open World,Co-op,Masterpiece,Online Co-Op,Casual,First-Person,Local Co-Op,3D Vision"
Prominence,"Very Positive,(60),- 80% of the 60 user reviews for this game are positive.","Adventure,Casual,Indie,Sci-fi,Point & Click,Puzzle,First-Person,Mystery,Space,Classic,Atmospheric,Story Rich,Singleplayer,Investigation,Old School,Exploration"
Chasing Styx,"Very Positive,(60),- 80% of the 60 user reviews for this game are positive.","Free to Play,Action,Indie,Adventure,Bullet Hell,Pixel Graphics,2D"
Gas Guzzlers Extreme: Full Metal Zombie,"Very Positive,(60),- 81% of the 60 user reviews for this game are positive.","Racing,Action,Sports,Zombies,Shooter,Arena Shooter"
ArtPose Pro,"Very Positive,(60),- 81% of the 60 user reviews for this software are positive.","Design & Illustration,Nudity"
"Spy Fox 3 ""Operation Ozone""","Very Positive,(60),- 83% of the 60 user reviews for this game are positive.","Adventure,Casual,Point & Click,Family Friendly,Masterpiece,Horror"
Energy Engine PC Live Wallpaper,"Very Positive,(60),- 83% of the 60 user reviews for this software are positive.","Design & Illustration,Utilities"
Saints Row The Third - Genkibowl VII,"Very Positive,(60),- 86% of the 60 user reviews for this game are positive.",Action
Titanic: Adventure Out Of Time,"Very Positive,(60),- 88% of the 60 user reviews for this game are positive.","Adventure,Casual,Violent,Simulation,FMV,Point & Click"
El Diablo Islands - Host,"Very Positive,(60),- 88% of the 60 user reviews for this game are positive.","Action,Zombies,Survival,Co-op"
Overcast - Walden and the Werewolf (Soundtrack),"Very Positive,(60),- 91% of the 60 user reviews for this game are positive.","Casual,Action,Free to Play,Indie"
Mirror: Enchanting Reflections,"Very Positive,(60),- 93% of the 60 user reviews for this game are positive.","Nudity,RPG,Adventure,Indie"
Dark Angels: Masquerade of Shadows,"Very Positive,(60),- 93% of the 60 user reviews for this game are positive.","Casual,Adventure,Hidden Object,Point & Click"
Deathgarden: BLOODHARVEST - Terminator Set,"Very Positive,(60),- 95% of the 60 user reviews for this game are positive.","Action,Gore,Violent"
TTV2,"Very Positive,(60),- 96% of the 60 user reviews for this game are positive.","Indie,Action,Retro,Fast-Paced,Great Soundtrack,Pixel Graphics,Arcade"
Predator,"Very Positive,(60),- 96% of the 60 user reviews for this game are positive.",Action
American Truck Simulator - Classic Stripes Paint Jobs Pack,"Very Positive,(60),- 96% of the 60 user reviews for this game are positive.","Simulation,Indie"
Red Matter,"Very Positive,(60),- 98% of the 60 user reviews for this game are positive.","Adventure,Indie,Puzzle,VR"
Escape Lala - Retro Point and Click Adventure,"Very Positive,(60),- 98% of the 60 user reviews for this game are positive.","Free to Play,Adventure,Indie,Point & Click,Pixel Graphics,Retro,Puzzle"
Halo: Spartan Strike,"Very Positive,(602),- 83% of the 602 user reviews for this game are positive.","Action,Sci-fi,Top-Down Shooter,Singleplayer,Aliens,Shooter,Strategy,Multiplayer,Great Soundtrack,Twin Stick Shooter,Co-op,Third Person,Adventure,Futuristic,FPS"
Factory Town,"Very Positive,(605),- 87% of the 605 user reviews for this game are positive.","Early Access,City Builder,Strategy,Simulation,Building,Sandbox,Early Access,Base Building,Resource Management,Management,Crafting,Economy,Singleplayer,Automation,Indie,Real-Time with Pause,Survival,Colorful,Replay Value,Level Editor"
